anio,mes,cliente,producto,categoria,marca,cantidad_vendida,valor_venta,region,canal
2025,4,VIVANDA,Galletas Field,Higiene,Backus,606,2645.93,Piura,Minorista
2020,6,MAYORISTA10,Dento,Alimentos,Backus,336,3193.78,Cusco,Tienda Independiente
2019,5,TOTTUS,Galletas Field,Alimentos,Gloria,540,923.38,Huancayo,Supermercado
2024,7,METRO,San Jorge Arroz,Higiene,Nestlé,878,4853.57,Chiclayo,Mayorista
2025,3,MAKRO,Galletas Field,Bebidas,San Jorge,400,4944.71,Chiclayo,Tienda Independiente
2024,4,METRO,Ariel Detergente,Bebidas,Gloria,152,539.39,Cusco,Tienda Independiente
2024,7,MAYORISTA10,Dento,Higiene,Backus,860,1533.97,Piura,Tienda Independiente
2019,2,MAKRO,Gloria Leche,Alimentos,Nestlé,90,1828.57,Trujillo,Tienda Independiente
2019,4,PLAZA VEA,Inca Kola,Alimentos,Gloria,665,4748.6,Piura,Supermercado
2025,9,WONG,Gloria Leche,Bebidas,Backus,631,773.94,Cusco,Mayorista
2022,4,VIVANDA,Gloria Leche,Limpieza,Alicorp,49,1466.56,Cusco,Minorista
2023,4,PLAZA VEA,Galletas Field,Bebidas,Backus,770,1369.74,Piura,Minorista
2022,3,VIVANDA,Gloria Leche,Bebidas,Backus,137,1398.5,Piura,Tienda Independiente
2024,11,PLAZA VEA,Galletas Field,Alimentos,Gloria,542,489.03,Iquitos,Tienda Independiente
2023,5,WONG,Ariel Detergente,Higiene,Nestlé,843,458.3,Iquitos,Minorista
2020,10,MAKRO,Casino Galleta,Limpieza,Backus,413,1367.69,Arequipa,Supermercado
2025,8,TOTTUS,Donofrio Helado,Bebidas,Nestlé,489,957.25,Iquitos,Minorista
2022,11,MAKRO,Ariel Detergente,Bebidas,Nestlé,545,3043.16,Iquitos,Supermercado
2020,12,WONG,Ariel Detergente,Limpieza,Gloria,790,1684.25,Trujillo,Minorista
2021,2,MAKRO,Dento,Higiene,Nestlé,21,2939.2,Chiclayo,Minorista
2019,8,METRO,Dento,Bebidas,Backus,585,301.72,Piura,Supermercado
2021,10,TOTTUS,Galletas Field,Bebidas,Gloria,647,557.28,Chiclayo,Tienda Independiente
2024,10,PLAZA VEA,Gloria Leche,Limpieza,Backus,407,2239.84,Piura,Minorista
2022,1,WONG,Ariel Detergente,Higiene,Procter & Gamble,806,4590.0,Iquitos,Mayorista
2019,3,WONG,Casino Galleta,Higiene,Alicorp,789,4870.58,Piura,Tienda Independiente
2020,11,MAYORISTA10,Donofrio Helado,Bebidas,Procter & Gamble,259,3180.11,Trujillo,Mayorista
2020,9,MAKRO,Donofrio Helado,Bebidas,Backus,901,1880.86,Iquitos,Mayorista
2024,9,METRO,Gloria Leche,Limpieza,Backus,696,53.92,Trujillo,Mayorista
2019,9,TOTTUS,Galletas Field,Higiene,Backus,158,232.35,Chiclayo,Supermercado
2019,2,MAKRO,Gloria Leche,Alimentos,Backus,165,3146.98,Chiclayo,Minorista
2023,2,PLAZA VEA,Galletas Field,Bebidas,San Jorge,203,4244.36,Huancayo,Supermercado
2020,10,MAKRO,San Jorge Arroz,Limpieza,Procter & Gamble,146,550.99,Iquitos,Tienda Independiente
2020,11,MAYORISTA10,Inca Kola,Limpieza,Alicorp,136,401.72,Chiclayo,Supermercado
2019,12,VIVANDA,Donofrio Helado,Alimentos,Alicorp,151,257.17,Cusco,Minorista
2025,11,METRO,Casino Galleta,Bebidas,Backus,912,2315.35,Chiclayo,Mayorista
2023,7,MAKRO,Dento,Bebidas,Gloria,251,4862.23,Iquitos,Mayorista
2020,7,MAYORISTA10,San Jorge Arroz,Limpieza,San Jorge,924,3377.46,Piura,Supermercado
2022,8,METRO,San Jorge Arroz,Limpieza,Gloria,979,3473.33,Piura,Mayorista
2019,2,MAKRO,Ariel Detergente,Higiene,Nestlé,588,11.47,Arequipa,Minorista
2025,7,WONG,Casino Galleta,Higiene,Nestlé,887,4695.9,Trujillo,Supermercado
2020,11,WONG,Ariel Detergente,Bebidas,San Jorge,567,3808.6,Chiclayo,Mayorista
2022,8,PLAZA VEA,Gloria Leche,Higiene,Backus,519,3495.58,Cusco,Minorista
2021,9,MAKRO,Ariel Detergente,Bebidas,Nestlé,217,4326.98,Piura,Minorista
2023,10,PLAZA VEA,San Jorge Arroz,Bebidas,San Jorge,336,3198.55,Huancayo,Mayorista
2022,5,TOTTUS,San Jorge Arroz,Bebidas,Gloria,617,2146.56,Cusco,Supermercado
2019,2,WONG,Donofrio Helado,Limpieza,Nestlé,878,1634.6,Huancayo,Mayorista
2022,4,METRO,San Jorge Arroz,Higiene,Gloria,568,1450.23,Piura,Minorista
2022,1,TOTTUS,Donofrio Helado,Alimentos,San Jorge,467,1946.95,Arequipa,Supermercado
2023,11,MAKRO,Gloria Leche,Bebidas,Nestlé,298,758.24,Lima,Minorista
2023,8,METRO,Donofrio Helado,Higiene,Gloria,704,3908.86,Huancayo,Minorista
2024,7,MAKRO,Dento,Higiene,Procter & Gamble,80,2809.96,Arequipa,Supermercado
2019,8,TOTTUS,Galletas Field,Limpieza,Backus,522,1024.22,Huancayo,Supermercado
2022,9,VIVANDA,Inca Kola,Limpieza,Nestlé,444,4013.46,Piura,Minorista
2025,1,MAYORISTA10,Galletas Field,Higiene,Alicorp,11,228.21,Piura,Minorista
2021,10,MAYORISTA10,San Jorge Arroz,Alimentos,San Jorge,368,129.63,Cusco,Mayorista
2020,9,TOTTUS,Ariel Detergente,Limpieza,San Jorge,882,2808.96,Lima,Tienda Independiente
2023,11,PLAZA VEA,Ariel Detergente,Alimentos,Gloria,915,2636.12,Iquitos,Mayorista
2022,11,PLAZA VEA,Galletas Field,Alimentos,Alicorp,289,494.08,Iquitos,Mayorista
2025,10,MAYORISTA10,Inca Kola,Alimentos,Nestlé,205,1302.34,Iquitos,Mayorista
2023,10,MAKRO,Galletas Field,Higiene,San Jorge,976,2062.88,Lima,Mayorista
2024,8,MAKRO,Ariel Detergente,Alimentos,San Jorge,607,1814.6,Trujillo,Tienda Independiente
2025,5,PLAZA VEA,Casino Galleta,Higiene,Alicorp,603,608.55,Arequipa,Supermercado
2025,11,METRO,Casino Galleta,Alimentos,Procter & Gamble,643,2546.2,Iquitos,Mayorista
2019,12,METRO,Gloria Leche,Higiene,Procter & Gamble,187,2999.65,Trujillo,Supermercado
2021,7,MAYORISTA10,Inca Kola,Bebidas,Alicorp,90,4231.03,Piura,Supermercado
2024,6,MAKRO,Ariel Detergente,Bebidas,San Jorge,924,2493.46,Trujillo,Tienda Independiente
2023,2,WONG,Gloria Leche,Limpieza,Gloria,443,2618.5,Iquitos,Tienda Independiente
2024,6,WONG,Ariel Detergente,Limpieza,Nestlé,953,1068.41,Chiclayo,Minorista
2022,1,MAYORISTA10,Galletas Field,Bebidas,San Jorge,709,2654.13,Trujillo,Mayorista
2019,5,MAKRO,Gloria Leche,Limpieza,Nestlé,589,1258.65,Huancayo,Minorista
2024,4,VIVANDA,Casino Galleta,Higiene,Backus,231,4431.9,Arequipa,Tienda Independiente
2021,2,METRO,Dento,Limpieza,Gloria,694,3480.73,Cusco,Supermercado
2020,7,TOTTUS,Gloria Leche,Alimentos,Backus,414,4862.93,Chiclayo,Mayorista
2025,8,WONG,Inca Kola,Limpieza,Gloria,426,4304.13,Huancayo,Mayorista
2021,6,METRO,Inca Kola,Limpieza,Alicorp,314,1703.02,Cusco,Supermercado
2025,2,MAYORISTA10,Casino Galleta,Bebidas,Procter & Gamble,464,3994.26,Piura,Minorista
2025,11,VIVANDA,Galletas Field,Alimentos,Alicorp,255,4341.36,Huancayo,Minorista
2022,5,TOTTUS,Dento,Alimentos,San Jorge,856,3493.06,Huancayo,Mayorista
2022,4,METRO,Gloria Leche,Alimentos,San Jorge,49,643.24,Piura,Minorista
2020,3,VIVANDA,San Jorge Arroz,Higiene,San Jorge,238,2072.08,Trujillo,Mayorista
2022,7,METRO,Inca Kola,Higiene,Procter & Gamble,17,4712.66,Arequipa,Minorista
2019,10,MAKRO,Galletas Field,Alimentos,Alicorp,976,3968.43,Cusco,Tienda Independiente
2025,3,MAYORISTA10,Donofrio Helado,Higiene,San Jorge,844,4766.75,Lima,Supermercado
2021,1,PLAZA VEA,Galletas Field,Limpieza,Procter & Gamble,858,649.22,Arequipa,Tienda Independiente
2023,1,TOTTUS,Donofrio Helado,Alimentos,Backus,79,3870.72,Arequipa,Supermercado
2023,1,VIVANDA,Dento,Alimentos,Alicorp,778,2208.22,Huancayo,Minorista
2025,1,VIVANDA,San Jorge Arroz,Bebidas,Gloria,56,4002.21,Chiclayo,Supermercado
2022,3,TOTTUS,Ariel Detergente,Limpieza,San Jorge,568,1873.46,Lima,Mayorista
2022,10,METRO,Casino Galleta,Higiene,Alicorp,793,2942.12,Piura,Tienda Independiente
2022,2,MAYORISTA10,Gloria Leche,Alimentos,Procter & Gamble,760,3232.34,Huancayo,Supermercado
2024,11,MAYORISTA10,Inca Kola,Bebidas,Backus,214,1743.42,Trujillo,Minorista
2024,3,MAKRO,Ariel Detergente,Bebidas,Nestlé,97,470.33,Piura,Minorista
2025,12,PLAZA VEA,Inca Kola,Bebidas,San Jorge,805,3350.97,Chiclayo,Tienda Independiente
2021,5,PLAZA VEA,Dento,Higiene,San Jorge,804,3734.13,Iquitos,Minorista
2021,8,METRO,Inca Kola,Alimentos,Gloria,580,205.6,Cusco,Mayorista
2022,10,TOTTUS,Inca Kola,Alimentos,Procter & Gamble,980,2685.49,Trujillo,Supermercado
2020,10,TOTTUS,Donofrio Helado,Higiene,Nestlé,823,2675.07,Chiclayo,Mayorista
2025,8,WONG,Galletas Field,Limpieza,Procter & Gamble,511,1068.37,Chiclayo,Mayorista
2019,6,TOTTUS,Galletas Field,Limpieza,Alicorp,786,4430.54,Chiclayo,Tienda Independiente
2019,5,PLAZA VEA,Donofrio Helado,Higiene,Nestlé,398,2483.03,Lima,Minorista
2024,5,MAYORISTA10,Casino Galleta,Higiene,Nestlé,344,3605.13,Cusco,Tienda Independiente
2022,3,MAYORISTA10,Galletas Field,Alimentos,San Jorge,470,3508.07,Cusco,Tienda Independiente
2019,5,VIVANDA,Donofrio Helado,Limpieza,Procter & Gamble,546,2866.84,Cusco,Tienda Independiente
2023,8,TOTTUS,Casino Galleta,Bebidas,Gloria,904,3533.27,Cusco,Mayorista
2023,9,WONG,San Jorge Arroz,Alimentos,Backus,357,4808.85,Lima,Mayorista
2021,6,TOTTUS,Inca Kola,Higiene,Procter & Gamble,381,3010.78,Chiclayo,Tienda Independiente
2021,9,PLAZA VEA,Galletas Field,Bebidas,Nestlé,303,2561.56,Iquitos,Tienda Independiente
2020,6,VIVANDA,Galletas Field,Limpieza,Backus,728,655.33,Iquitos,Mayorista
2021,5,VIVANDA,Dento,Alimentos,San Jorge,736,3424.69,Trujillo,Mayorista
2021,4,TOTTUS,Ariel Detergente,Bebidas,Nestlé,373,4667.55,Huancayo,Mayorista
2019,10,METRO,Ariel Detergente,Higiene,Gloria,669,4934.23,Iquitos,Supermercado
2021,1,TOTTUS,Galletas Field,Alimentos,Nestlé,955,689.52,Chiclayo,Tienda Independiente
2025,12,MAKRO,Casino Galleta,Alimentos,Gloria,930,1111.08,Piura,Mayorista
2021,4,VIVANDA,Donofrio Helado,Bebidas,San Jorge,683,4872.34,Huancayo,Tienda Independiente
2022,10,VIVANDA,Gloria Leche,Bebidas,Procter & Gamble,422,3342.92,Trujillo,Minorista
2021,2,WONG,Galletas Field,Higiene,Backus,534,1553.34,Arequipa,Mayorista
2022,10,METRO,San Jorge Arroz,Bebidas,Backus,325,389.87,Chiclayo,Supermercado
2019,8,WONG,Galletas Field,Limpieza,Nestlé,165,4417.73,Iquitos,Minorista
2020,5,MAYORISTA10,Galletas Field,Alimentos,Backus,170,248.85,Piura,Supermercado
2023,8,TOTTUS,Donofrio Helado,Higiene,Backus,93,2078.37,Piura,Mayorista
2023,6,WONG,Inca Kola,Alimentos,Nestlé,428,110.4,Trujillo,Tienda Independiente
2025,11,VIVANDA,Inca Kola,Bebidas,San Jorge,397,2811.45,Cusco,Mayorista
2022,3,PLAZA VEA,Dento,Alimentos,Backus,224,2597.44,Chiclayo,Minorista
2024,10,TOTTUS,San Jorge Arroz,Higiene,Procter & Gamble,362,4599.54,Huancayo,Tienda Independiente
2025,4,PLAZA VEA,San Jorge Arroz,Higiene,Gloria,341,2399.13,Chiclayo,Minorista
2022,1,TOTTUS,Gloria Leche,Limpieza,Gloria,867,3227.79,Piura,Mayorista
2025,3,MAYORISTA10,Casino Galleta,Alimentos,Gloria,68,2918.75,Lima,Supermercado
2022,9,MAYORISTA10,Inca Kola,Higiene,San Jorge,123,2229.89,Cusco,Mayorista
2022,6,VIVANDA,Galletas Field,Alimentos,Nestlé,610,1688.85,Trujillo,Tienda Independiente
2024,3,TOTTUS,Dento,Limpieza,Alicorp,21,3379.09,Chiclayo,Tienda Independiente
2019,3,PLAZA VEA,Casino Galleta,Alimentos,Backus,854,4078.18,Arequipa,Supermercado
2023,3,MAKRO,Dento,Alimentos,Alicorp,931,1857.97,Cusco,Tienda Independiente
2020,8,VIVANDA,Inca Kola,Alimentos,Procter & Gamble,189,4389.31,Trujillo,Minorista
2023,3,MAKRO,Casino Galleta,Bebidas,Nestlé,578,2538.02,Trujillo,Supermercado
2024,5,WONG,Ariel Detergente,Higiene,Nestlé,403,3989.59,Lima,Tienda Independiente
2021,8,PLAZA VEA,Inca Kola,Limpieza,Procter & Gamble,462,3898.48,Cusco,Tienda Independiente
2023,6,PLAZA VEA,Ariel Detergente,Higiene,Alicorp,121,3098.82,Piura,Tienda Independiente
2025,3,METRO,Gloria Leche,Bebidas,Backus,784,3261.68,Arequipa,Minorista
2020,12,METRO,Ariel Detergente,Alimentos,San Jorge,353,1916.73,Lima,Mayorista
2021,5,WONG,Ariel Detergente,Bebidas,San Jorge,394,4285.15,Trujillo,Tienda Independiente
2024,6,MAYORISTA10,Dento,Alimentos,Backus,113,4852.57,Cusco,Minorista
2020,11,TOTTUS,Inca Kola,Bebidas,San Jorge,932,42.68,Piura,Tienda Independiente
2023,7,MAKRO,Dento,Higiene,Nestlé,237,1670.48,Chiclayo,Minorista
2023,7,MAKRO,Donofrio Helado,Bebidas,Procter & Gamble,34,1735.74,Chiclayo,Supermercado
2019,8,MAYORISTA10,Donofrio Helado,Limpieza,Backus,443,1587.23,Piura,Supermercado
2019,4,METRO,Dento,Alimentos,Alicorp,627,981.42,Huancayo,Minorista
2021,11,MAYORISTA10,San Jorge Arroz,Higiene,Backus,546,1252.63,Iquitos,Tienda Independiente
2022,10,PLAZA VEA,Inca Kola,Higiene,San Jorge,435,316.42,Chiclayo,Mayorista
2025,10,METRO,Gloria Leche,Alimentos,Alicorp,556,1786.3,Lima,Mayorista
2023,10,WONG,Galletas Field,Higiene,Gloria,632,352.63,Trujillo,Mayorista
2024,9,PLAZA VEA,Inca Kola,Bebidas,Nestlé,917,4042.7,Huancayo,Supermercado
2021,5,WONG,Galletas Field,Alimentos,Backus,158,4741.33,Iquitos,Minorista
2020,1,TOTTUS,Inca Kola,Higiene,Gloria,910,147.84,Cusco,Minorista
2021,9,WONG,San Jorge Arroz,Bebidas,Procter & Gamble,119,3488.04,Chiclayo,Tienda Independiente
2023,5,MAKRO,Casino Galleta,Bebidas,Gloria,757,1978.84,Piura,Mayorista
2024,4,MAYORISTA10,San Jorge Arroz,Bebidas,Backus,917,1032.36,Iquitos,Supermercado
2023,8,TOTTUS,Dento,Limpieza,Backus,202,2489.85,Chiclayo,Mayorista
2023,1,TOTTUS,Gloria Leche,Limpieza,Gloria,352,7.43,Lima,Tienda Independiente
2022,12,METRO,Inca Kola,Limpieza,Procter & Gamble,249,1643.04,Arequipa,Mayorista
2021,2,PLAZA VEA,Casino Galleta,Bebidas,San Jorge,477,2724.22,Chiclayo,Mayorista
2022,2,WONG,Dento,Limpieza,Gloria,840,4023.32,Iquitos,Tienda Independiente
2023,3,PLAZA VEA,Ariel Detergente,Limpieza,Gloria,511,2953.28,Cusco,Supermercado
2023,1,PLAZA VEA,Casino Galleta,Higiene,San Jorge,252,4076.47,Arequipa,Mayorista
2021,5,TOTTUS,Casino Galleta,Limpieza,Procter & Gamble,235,4437.95,Chiclayo,Supermercado
2021,11,PLAZA VEA,Inca Kola,Higiene,Gloria,490,1772.02,Arequipa,Mayorista
2020,9,TOTTUS,Gloria Leche,Alimentos,Alicorp,301,12.78,Lima,Mayorista
2020,8,TOTTUS,Gloria Leche,Bebidas,San Jorge,408,3419.59,Lima,Tienda Independiente
2025,10,TOTTUS,San Jorge Arroz,Bebidas,San Jorge,387,4729.28,Trujillo,Mayorista
2024,3,WONG,Gloria Leche,Bebidas,Nestlé,678,2626.42,Chiclayo,Supermercado
2020,4,MAKRO,Casino Galleta,Bebidas,Backus,771,4009.77,Piura,Mayorista
2023,4,MAKRO,Donofrio Helado,Higiene,Gloria,98,2905.95,Arequipa,Mayorista
2023,10,MAKRO,Ariel Detergente,Alimentos,Gloria,266,858.54,Lima,Minorista
2025,2,MAKRO,Donofrio Helado,Limpieza,Procter & Gamble,176,2895.01,Huancayo,Minorista
2021,3,TOTTUS,Gloria Leche,Limpieza,Alicorp,61,1911.51,Arequipa,Supermercado
2019,7,METRO,Galletas Field,Bebidas,Alicorp,376,1151.34,Trujillo,Tienda Independiente
2020,6,METRO,Gloria Leche,Alimentos,Alicorp,407,1323.14,Lima,Supermercado
2019,2,VIVANDA,Dento,Higiene,San Jorge,696,2016.03,Arequipa,Tienda Independiente
2019,6,METRO,Galletas Field,Higiene,Procter & Gamble,327,4692.48,Trujillo,Supermercado
2020,11,TOTTUS,Inca Kola,Bebidas,Nestlé,192,668.99,Cusco,Minorista
2021,1,PLAZA VEA,Casino Galleta,Bebidas,Backus,784,4474.95,Piura,Minorista
2020,9,WONG,Gloria Leche,Bebidas,Nestlé,285,4680.4,Chiclayo,Supermercado
2020,5,METRO,Ariel Detergente,Higiene,Procter & Gamble,839,3581.23,Lima,Supermercado
2023,12,VIVANDA,Inca Kola,Higiene,San Jorge,458,1748.98,Cusco,Supermercado
2019,3,MAYORISTA10,Gloria Leche,Higiene,San Jorge,816,3502.48,Cusco,Mayorista
2023,4,VIVANDA,San Jorge Arroz,Limpieza,Procter & Gamble,777,2579.05,Iquitos,Supermercado
2023,9,PLAZA VEA,San Jorge Arroz,Higiene,Nestlé,294,3001.17,Piura,Tienda Independiente
2019,6,WONG,Galletas Field,Higiene,Procter & Gamble,603,1901.09,Lima,Mayorista
2021,2,TOTTUS,San Jorge Arroz,Bebidas,Alicorp,55,4854.94,Trujillo,Supermercado
2025,6,WONG,Gloria Leche,Higiene,Procter & Gamble,368,1806.28,Iquitos,Minorista
2019,2,MAYORISTA10,Donofrio Helado,Alimentos,Nestlé,93,4460.68,Lima,Tienda Independiente
2023,6,MAKRO,Dento,Bebidas,Gloria,566,1308.0,Arequipa,Minorista
2024,9,PLAZA VEA,Dento,Alimentos,San Jorge,916,415.97,Iquitos,Supermercado
2019,2,METRO,Ariel Detergente,Limpieza,Nestlé,246,2971.12,Chiclayo,Mayorista
2023,3,PLAZA VEA,Dento,Limpieza,Gloria,321,4507.03,Trujillo,Supermercado
2023,4,MAKRO,Inca Kola,Bebidas,Nestlé,139,624.48,Chiclayo,Tienda Independiente
2025,2,METRO,Dento,Alimentos,Procter & Gamble,619,4068.07,Lima,Mayorista
2024,5,VIVANDA,Ariel Detergente,Limpieza,Gloria,375,496.64,Trujillo,Tienda Independiente
2025,10,VIVANDA,Ariel Detergente,Alimentos,Procter & Gamble,668,2655.1,Piura,Mayorista
2022,2,MAKRO,Casino Galleta,Higiene,Gloria,269,3611.9,Cusco,Tienda Independiente
2020,12,TOTTUS,San Jorge Arroz,Alimentos,San Jorge,182,3116.18,Lima,Minorista
2025,8,METRO,Inca Kola,Alimentos,Alicorp,487,405.25,Piura,Minorista
2023,9,PLAZA VEA,Inca Kola,Higiene,Gloria,830,1596.14,Trujillo,Mayorista
2022,5,VIVANDA,Ariel Detergente,Limpieza,Procter & Gamble,610,858.88,Trujillo,Mayorista
2019,11,METRO,Ariel Detergente,Higiene,Alicorp,927,4745.64,Arequipa,Tienda Independiente
2025,2,METRO,Ariel Detergente,Higiene,Procter & Gamble,469,2612.7,Iquitos,Mayorista
2021,12,MAKRO,Gloria Leche,Limpieza,San Jorge,738,3972.89,Lima,Minorista
2021,8,PLAZA VEA,Dento,Limpieza,Nestlé,79,2742.7,Trujillo,Minorista
2020,4,METRO,Galletas Field,Bebidas,Nestlé,943,887.02,Arequipa,Supermercado
2020,2,TOTTUS,Dento,Higiene,Backus,744,3720.34,Lima,Minorista
2021,7,MAYORISTA10,Dento,Higiene,Nestlé,487,3672.01,Iquitos,Minorista
2024,12,PLAZA VEA,Casino Galleta,Bebidas,San Jorge,566,2957.19,Lima,Minorista
2019,12,MAKRO,San Jorge Arroz,Alimentos,Procter & Gamble,500,633.01,Iquitos,Mayorista
2022,12,MAYORISTA10,Gloria Leche,Bebidas,San Jorge,674,1256.16,Chiclayo,Minorista
2023,5,METRO,Donofrio Helado,Bebidas,Nestlé,104,2314.23,Cusco,Tienda Independiente
2023,9,METRO,Donofrio Helado,Bebidas,Procter & Gamble,555,4739.06,Chiclayo,Supermercado
2024,6,METRO,Gloria Leche,Limpieza,Procter & Gamble,812,3969.32,Iquitos,Supermercado
2025,4,TOTTUS,Ariel Detergente,Higiene,Backus,936,706.69,Piura,Tienda Independiente
2024,8,MAYORISTA10,Donofrio Helado,Bebidas,Nestlé,483,2644.32,Trujillo,Minorista
2024,5,METRO,Galletas Field,Higiene,Alicorp,684,1880.5,Piura,Tienda Independiente
2024,5,METRO,Gloria Leche,Higiene,Alicorp,771,713.42,Huancayo,Mayorista
2024,4,PLAZA VEA,Ariel Detergente,Alimentos,Gloria,924,3667.35,Huancayo,Supermercado
2023,9,MAYORISTA10,San Jorge Arroz,Bebidas,San Jorge,158,508.95,Huancayo,Minorista
2021,3,MAYORISTA10,Galletas Field,Bebidas,Alicorp,770,3775.41,Arequipa,Minorista
2019,2,MAYORISTA10,Ariel Detergente,Limpieza,Backus,964,4750.34,Piura,Minorista
2019,1,PLAZA VEA,Inca Kola,Higiene,San Jorge,848,3742.85,Trujillo,Minorista
2022,7,METRO,Ariel Detergente,Alimentos,Nestlé,613,957.05,Lima,Tienda Independiente
2023,12,METRO,Casino Galleta,Bebidas,Procter & Gamble,820,815.27,Arequipa,Mayorista
2021,1,MAKRO,Casino Galleta,Higiene,Gloria,168,4596.18,Chiclayo,Supermercado
2019,12,TOTTUS,Gloria Leche,Bebidas,Alicorp,655,4502.93,Trujillo,Minorista
2019,6,WONG,Gloria Leche,Limpieza,San Jorge,512,4647.31,Cusco,Tienda Independiente
2025,5,METRO,Dento,Limpieza,Procter & Gamble,372,2745.97,Lima,Supermercado
2024,10,MAKRO,Ariel Detergente,Limpieza,Backus,646,4657.35,Piura,Mayorista
2023,5,MAYORISTA10,Dento,Higiene,Gloria,481,1088.43,Arequipa,Supermercado
2022,2,METRO,Inca Kola,Higiene,Gloria,654,220.35,Piura,Mayorista
2025,8,WONG,Gloria Leche,Alimentos,Gloria,639,4711.83,Arequipa,Mayorista
2024,5,MAKRO,Gloria Leche,Limpieza,Backus,966,4825.72,Chiclayo,Tienda Independiente
2025,10,WONG,Galletas Field,Alimentos,Backus,767,1910.42,Chiclayo,Mayorista
2022,6,METRO,Ariel Detergente,Higiene,Alicorp,418,1356.92,Chiclayo,Tienda Independiente
2023,2,METRO,Inca Kola,Limpieza,Procter & Gamble,367,965.35,Iquitos,Minorista
2023,6,VIVANDA,Galletas Field,Limpieza,Backus,155,863.07,Lima,Mayorista
2025,9,METRO,Donofrio Helado,Bebidas,Backus,638,4647.35,Chiclayo,Minorista
2020,2,WONG,Ariel Detergente,Limpieza,Alicorp,82,3020.53,Iquitos,Minorista
2021,11,PLAZA VEA,Donofrio Helado,Alimentos,Procter & Gamble,678,1553.72,Lima,Tienda Independiente
2023,1,VIVANDA,Dento,Alimentos,Backus,260,3332.3,Arequipa,Supermercado
2023,7,METRO,San Jorge Arroz,Limpieza,San Jorge,540,1836.28,Trujillo,Minorista
2024,6,MAYORISTA10,Casino Galleta,Alimentos,Gloria,904,738.75,Iquitos,Mayorista
2024,12,PLAZA VEA,Inca Kola,Alimentos,Gloria,413,731.44,Iquitos,Supermercado
2020,5,PLAZA VEA,Casino Galleta,Higiene,Alicorp,673,2244.82,Arequipa,Supermercado
2020,1,METRO,Galletas Field,Limpieza,Nestlé,209,712.4,Piura,Mayorista
2020,1,WONG,Ariel Detergente,Alimentos,Nestlé,577,1912.18,Trujillo,Minorista
2025,8,METRO,Donofrio Helado,Alimentos,Gloria,431,3177.05,Piura,Minorista
2023,8,MAYORISTA10,Dento,Alimentos,Nestlé,262,2714.38,Huancayo,Supermercado
2022,3,VIVANDA,Casino Galleta,Limpieza,San Jorge,280,1593.46,Lima,Supermercado
2022,2,VIVANDA,Dento,Higiene,Gloria,70,3599.72,Cusco,Tienda Independiente
2022,4,WONG,Donofrio Helado,Higiene,Alicorp,195,3356.67,Arequipa,Mayorista
2021,9,WONG,Gloria Leche,Higiene,Alicorp,313,571.18,Chiclayo,Mayorista
2021,9,WONG,Ariel Detergente,Limpieza,Procter & Gamble,786,268.3,Trujillo,Minorista
2024,7,WONG,Inca Kola,Alimentos,Gloria,51,3457.04,Arequipa,Minorista
2023,11,TOTTUS,Galletas Field,Limpieza,San Jorge,524,1223.65,Trujillo,Tienda Independiente
2021,6,MAKRO,Inca Kola,Higiene,Alicorp,642,4107.12,Arequipa,Mayorista
2021,10,VIVANDA,Dento,Bebidas,Nestlé,742,94.77,Cusco,Minorista
2025,7,WONG,Inca Kola,Higiene,Nestlé,502,3881.34,Chiclayo,Minorista
2025,7,TOTTUS,Casino Galleta,Limpieza,Nestlé,266,3400.12,Chiclayo,Minorista
2021,2,VIVANDA,Dento,Alimentos,Procter & Gamble,197,1819.94,Piura,Tienda Independiente
2019,3,PLAZA VEA,Gloria Leche,Alimentos,San Jorge,182,3131.73,Iquitos,Tienda Independiente
2019,4,METRO,Donofrio Helado,Bebidas,Gloria,918,3189.57,Huancayo,Tienda Independiente
2024,8,PLAZA VEA,Donofrio Helado,Alimentos,Procter & Gamble,342,2991.55,Lima,Minorista
2021,1,TOTTUS,San Jorge Arroz,Bebidas,Backus,654,815.33,Cusco,Tienda Independiente
2022,11,TOTTUS,Inca Kola,Bebidas,Procter & Gamble,617,4371.26,Chiclayo,Minorista
2019,10,PLAZA VEA,Donofrio Helado,Bebidas,Alicorp,736,2391.73,Piura,Supermercado
2021,11,MAYORISTA10,Galletas Field,Limpieza,Alicorp,23,907.73,Chiclayo,Supermercado
2019,2,TOTTUS,Casino Galleta,Higiene,Procter & Gamble,379,4425.14,Piura,Tienda Independiente
2025,3,METRO,Inca Kola,Limpieza,San Jorge,920,2027.85,Arequipa,Supermercado
2020,1,TOTTUS,Inca Kola,Alimentos,Alicorp,338,765.25,Iquitos,Tienda Independiente
2019,4,VIVANDA,Donofrio Helado,Alimentos,Procter & Gamble,487,3997.91,Cusco,Tienda Independiente
2022,4,WONG,Galletas Field,Bebidas,Procter & Gamble,206,3335.07,Chiclayo,Tienda Independiente
2025,11,WONG,Donofrio Helado,Limpieza,Backus,174,756.55,Huancayo,Tienda Independiente
2024,6,TOTTUS,Ariel Detergente,Limpieza,Backus,501,1028.87,Chiclayo,Mayorista
2024,2,METRO,Casino Galleta,Higiene,Gloria,170,105.28,Lima,Supermercado
2019,9,VIVANDA,Ariel Detergente,Alimentos,Nestlé,559,1737.41,Arequipa,Mayorista
2022,7,MAKRO,Dento,Bebidas,Alicorp,373,2954.95,Cusco,Mayorista
